"time","F12.F1.y","F12.F2.y","der(F12.F1.y)","der(F12.F2.y)","F12.F1.u","F12.F2.u"
0,1,1,-0.1666666666666667,0,0,1
0.002,0.9996670555103409,0.9999999697269909,-0.166277842807279,-3.026492878636807e-05,0.001999998666666933,0.9996670555103409
0.004,0.9993348884784451,0.9999998790316817,-0.1658891498575172,-6.045368665787774e-05,0.003999989333341867,0.9993348884784451
0.006,0.9990034984950221,0.9999997281521715,-0.1655005890824929,-9.056633246812778e-05,0.0059999640000648,0.9990034984950221
0.008,0.9986728855305658,0.9999995171053978,-0.1651121618106043,-0.0001206028704392762,0.007999914666939733,0.9986728855305658
0.01,0.998343048561564,0.9999992464651234,-0.1647238692045662,-0.0001505634457781291,0.009999833334166664,0.998343048561564
0.012,0.9980139877760814,0.9999989161259001,-0.1643357126290013,-0.0001804480318016974,0.01199971200207359,0.9980139877760814
0.014,0.9976857032457765,0.9999985260475489,-0.1639476934291047,-0.0002102566183429421,0.01399954267114851,0.9976857032457765
0.016,0.9973581949706496,0.9999980762300701,-0.1635598129380964,-0.0002399892054018632,0.01599931734207142,0.9973581949706496
0.018,0.9970314597499305,0.9999975683872364,-0.1631720719556974,-0.0002696462397550866,0.01799902801574628,0.9970314597499305
0.02,0.9967054985695379,0.9999970019911624,-0.1627844719793675,-0.0002992275837840392,0.01999866669333308,0.9967054985695379
0.022,0.996380312031091,0.9999963767197259,-0.1623970144424685,-0.0003287331535122587,0.02199822537627977,0.996380312031091
0.024,0.9960559001345892,0.999995692572927,-0.1620097006780392,-0.0003581629489397957,0.02399769606635429,0.9960559001345892
0.026,0.9957322628800331,0.9999949495507656,-0.1616225320190594,-0.0003875169700665896,0.02599707076567654,0.9957322628800331
0.028,0.9954094002674224,0.9999941476532419,-0.1612355097984453,-0.0004167952168926807,0.02799634147675039,0.9954094002674224
0.03,0.9950873122967571,0.9999932868803557,-0.1608486353490436,-0.000445997689418059,0.02999550020249566,0.9950873122967571
0.032,0.9947659989680372,0.9999923672321072,-0.1604619100036262,-0.0004751243876427245,0.03199453894628012,0.9947659989680372
0.034,0.9944454507785705,0.9999913933746009,-0.1600753335111032,-0.0005041765996391238,0.03399344971195145,0.9944454507785705
0.036,0.9941256685051709,0.9999903649263979,-0.1596889073335503,-0.0005331542201115455,0.03599222450386925,0.9941256685051709
0.038,0.9938066573769643,0.9999892793198423,-0.1593026336750046,-0.0005620565402616361,0.03799085532693703,0.9938066573769643
0.04,0.9934884173939508,0.9999881365549336,-0.1589165138678861,-0.0005908835600893452,0.03998933418663416,0.9934884173939508
0.042,0.9931709485561302,0.999986936631672,-0.1585305492445137,-0.0006196352795947133,0.04198765308904786,0.9931709485561302
0.044,0.9928542508635025,0.9999856795500576,-0.1581447411370996,-0.0006483116987777301,0.04398580404090519,0.9928542508635025
0.046,0.9925383243160678,0.9999843653100902,-0.1577590908777438,-0.0006769128176383956,0.045983779049605,0.9925383243160678
0.048,0.9922231689138261,0.9999829939117698,-0.1573735997984294,-0.0007054386361766998,0.04798157012324993,0.9922231689138261
0.05,0.9919087846567775,0.9999815653550966,-0.1569882692310165,-0.0007338891543926529,0.04997916927067833,0.9919087846567775
0.052,0.9915951715449217,0.9999800796400706,-0.1566031005072376,-0.0007622643722862648,0.05197656850149629,0.9915951715449217
0.054,0.991282329578259,0.9999785367666916,-0.1562180949586916,-0.0007905642898575053,0.05397375982610955,0.991282329578259
0.056,0.9909702587567892,0.9999769367349596,-0.155833253916839,-0.0008187889071063946,0.05597073525575547,0.9909702587567892
0.058,0.9906589590805124,0.9999752795448749,-0.1554485787129962,-0.0008469382240329529,0.057967486802535,0.9906589590805124
0.06,0.9903484305494287,0.9999735651964371,-0.1550640706783307,-0.0008750122406371297,0.0599640064794446,0.9903484305494287
0.062,0.9900386731635378,0.9999717936896464,-0.1546797311438549,-0.0009030109569189653,0.06196028630040824,0.9900386731635378
0.064,0.9897296869228399,0.999969965024503,-0.1542955614404218,-0.0009309343728784599,0.06395631828030929,0.9897296869228399
0.066,0.9894214644426806,0.9999680824340403,-0.153911561667943,-0.0009587834537599725,0.06595209443502249,0.9894214644426806
0.068,0.9891139864468579,0.9999661543574643,-0.1535277299442353,-0.0009865607191460355,0.0679476067814459,0.9891139864468579
